,title,publishers,sheet_music,date,month,day,year,chart
3151,MIDDLE CHILD,(Dreamvillain -- BMI/Songs Of Universal  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100   9 ; RBH   4 ; RS   4
3152,MILE HIGH,(Sony/ATV Music Publishing UK Ltd -- PRS/Metro Boomin’ Want Some More -- LLC -- BMI/Songs Of Universal  Inc. -- BMI/Copyright Control),HL,2019-03-16,03,16,2019,DES  19
3153,MILLIONAIRE,(Universal Tunes -- SESAC/Spur 66 Music -- SESAC),HL,2019-03-16,03,16,2019,CS   8 ; H100  55
3154,MIRACLE WORKER,(RichTolbert Ministires -- ASCAP/Yellowboy Music -- ASCAP),,2019-03-16,03,16,2019,GS  23
3155,MISS ME MORE,(Songs Of Black River -- ASCAP/KNB Music -- ASCAP/3 Weddings Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/EMI April Music  Inc. -- ASCAP/Bob Ochoa’s Homemade Salsa -- ASCAP),HL,2019-03-16,03,16,2019,CS  18 ; H100  81
3156,MIXED PERSONALITIES,(300 Rainwater Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Please Gimme My Publishing Inc. -- BMI/EMI Blackwood Music Inc. -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  50 ; RBH  24 ; RS  21
3157,MO BAMBA,(Sheck Wes Publishing Designee -- BMI/David Charles Marshall Biral Publishing Designee -- BMI/Denzel Michael-Akil Baptiste Publishing Designee -- BMI/Jerry Cruz -- BMI/Victor Victor Worldwide Songs -- BMI/Songs Of Universal  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100  47
3158,MOMMA I HIT A LICK,(Ty Epps Music -- ASCAP/Reservoir Media Music -- ASCAP/EMI Pop Music Publishing -- GMR/More Water From Nazareth -- GMR/WB Music Corp. -- ASCAP/Top Dawg Music -- ASCAP/Hard Working Black Folks -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100 100 ; RBH  40
3159,MONEY,(Washpoppin  Inc. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Jwhitedidit LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100  23 ; RBH  12 ; RS  11
3160,MOVEMENT,(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  21
3161,MOVING ON,(Marshmello Creative LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-16,03,16,2019,DES  22
3162,MURDER ON MY MIND,(Not Listed),,2019-03-16,03,16,2019,H100  17 ; RBH   8 ; RS   8
3163,MY DEFENDER,(Only In You Publishing -- SESAC/Capitol CMG Amplifier -- SESAC/Be Essential Songs -- BMI/EGH Music Publishing LLC -- BMI/Fair Trade Music Publishing -- ASCAP/All Essential Music -- ASCAP/Colby Wedgeworth Music -- ASCAP),HL,2019-03-16,03,16,2019,CST  38
3164,MY GOD,(Big Buddy Music -- ASCAP/Fun Attic Music -- ASCAP),,2019-03-16,03,16,2019,GS  12
3165,MY REVIVAL,(See You At The Pub -- SESAC/CentricSongs -- SESAC/Sony/ATV Timber -- SESAC/Open Hands Music -- SESAC),HL,2019-03-16,03,16,2019,CST  46
3166,NATURAL,(Songs Of Universal  Inc. -- BMI/Imag-ine Dragons Publishing -- BMI/Songs For KIDi-naKORNER -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Warner/Chappell Music Scandinavia AB -- STIM/Justin’s School For Girls -- BMI),AMP/HL,2019-03-16,03,16,2019,RO   3
3167,NEEDY,(Avex Music Publishing -- ASCAP/Universal Music Corp. -- ASCAP/GrandAriMusic -- ASCAP/Taylor Monet Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/BMG Platinum Songs -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  92
3168,NEVER ALONE,(Tori Kelly Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Veterans Park Publishing -- BMI/Songs Of Kobalt Music Publish-ing America  Inc. -- BMI/Church Boy -- LLC -- BMI),HL,2019-03-16,03,16,2019,GS   5
3169,NI BIEN NI MAL,(RSM Publishing -- ASCAP/EMI Blackwood Music Inc. -- BMI),,2019-03-16,03,16,2019,LT  22
3170,NIGHT SHIFT,(Maxx Music -- BMI/Let The Road Pave Itself -- BMI/Razor And Tie Music Publishing -- BMI/Mike Curb Music -- BMI/Rain Town Music -- BMI),AMP,2019-03-16,03,16,2019,CS  21 ; H100  86
3171,NIGHTS LIKE THIS,(Artist 101 Publishing Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Schofield Publishing -- ASCAP/Uni-versal Music Corp. -- ASCAP/Nolan Lambroza Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Mean Stringz Publish-ing -- BMI/Up10m’s Publishing -- BMI/These Are Pulse Songs -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  79 ; RBH  33 ; RBS   6
3172,NOBODY ELSE,(Universal Music Publishing Scandinavia AB -- BUMA/Axtone Music Publish-ing -- BUMA/Villa Bianco Songs -- BMI/Owenpop Songs -- ASCAP/Wixen Music Publishing Inc. -- ASCAP/Valvian Music -- BMI),HL,2019-03-16,03,16,2019,DES  47
3173,NOBODY LIKE YOU LORD,(Butter Fly Works -- BMI/Works Out Write Publishing -- BMI),,2019-03-16,03,16,2019,GS   8
3174,NO ORDINARY WORSHIP,(MDB Music Group -- ASCAP/Tyscot Music -- ASCAP/Eyeam Family Publishing -- BMI/Tryscot Songs -- BMI),,2019-03-16,03,16,2019,GS   6
3175,NO PLAN,(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  44
3176,NORTHERN LIGHTS,(BMG Platinum Songs -- BMI/Where I’m Calling From Music -- BMI),,2019-03-16,03,16,2019,RO  46
3177,NO SLEEP,(Universal Polygram International Publishing  Inc. -- BUMA/Birdground Productions AB -- BUMA/Kobalt Songs Music Publishing LLC -- ASCAP/Albion Productions AB -- BUMA),,2019-03-16,03,16,2019,DES  13
3178,NO TE CONTARON MAL,(Multi-Songs  Inc. -- SESAC/Editora Jago -- SESAC/Songs Of JG Pub-lishing -- BMI),,2019-03-16,03,16,2019,LT  12
3179,NOTHING ELSE,(Capitol CMG Paragon -- BMI/Writers Roof Publishing -- BMI/Capitol CMG Amplifier -- SESAC/Every Square Inch -- SESAC),HL,2019-03-16,03,16,2019,CST  31
3180,NOTHING TO DO TOWN,(Curb Songs -- ASCAP/Curb Congregation Songs -- SESAC/Music Good Vibes Publishing -- BMI/Good Times Music -- SESAC/Universal Music Corp. -- ASCAP/No Bridge Publishing -- ASCAP),,2019-03-16,03,16,2019,CS  50
3181,NUNCA ES SUFICIENTE,(WB Music Corp. -- ASCAP/Warner/Chappell Music Mexico -- S.A. de C.V./Universal Music - MGB Songs -- ASCAP),AMP/HL,2019-03-16,03,16,2019,LT  10
3182,NUNYA,(Artist 101 Publishing Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Chauncey Hollis Publishing Designee -- ASCAP/GDAVMUSIC -- ASCAP/Dominic Hunn Publishing Designee -- BMI),,2019-03-16,03,16,2019,RBS  18
3183,OLD TOWN ROAD,(Not Listed),,2019-03-16,03,16,2019,CS  19 ; H100  83 ; RBH  36
3184,ONE THAT GOT AWAY,(Downtown DMP Songs -- BMI/Telemitry Productions -- BMI/ReHits Music  Inc. -- ASCAP/Smacktown Music -- ASCAP/Carrot Seed Songs -- ASCAP/Smack Songs LLC -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Anderson Fork In The Road Music -- ASCAP/Smackville Music -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-03-16,03,16,2019,CS  22 ; H100  89
3185,ONLY JESUS,(Be Essential Songs -- BMI/My Refuge Music -- BMI/Capitol CMG Paragon -- BMI/Highly Combustible Music -- ASCAP/House Of Story Music -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP/Xeva Music -- BMI/Works By Pure Note Songs -- BMI/One77 Songs -- ASCAP),HL,2019-03-16,03,16,2019,CST   4
3186,ON MY SIDE,(Not Listed),,2019-03-16,03,16,2019,CST  45
3187,ON MY WAY TO YOU,(WB Music Corp. -- ASCAP/Songs Of Brett -- ASCAP/Atlas Music Publishing -- ASCAP/External Combustion Music -- ASCAP/BMG Gold Songs -- ASCAP/Heytone Music -- ASCAP),,2019-03-16,03,16,2019,CS  25 ; H100  99
3188,OPEN THE FLOODGATES,(DeNi Music Group 1 -- ASCAP/Black Smoke Music World Wide -- ASCAP/Kerry Douglas Publishing -- BMI),,2019-03-16,03,16,2019,GS  18
3189,OPEN YOUR MOUTH AND SAY SOMETHING,(JDI Music -- ASCAP/Sang Boy Music -- ASCAP),,2019-03-16,03,16,2019,GS  19
3190,OVER MY HEAD,(Judah Lee Akers Music -- BMI/Brian Victor Macdonald Music -- BMI/Nathan Edward Zuercher Music -- BMI),,2019-03-16,03,16,2019,RO  47
3191,PEER PRESSURE,(Not Listed),,2019-03-16,03,16,2019,RO  38
3192,PLEASE ME,(Mars Force Music -- GMR/BMG Onyx Songs -- GMR/Washpoppin  Inc. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Music For Milo -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Please Enjoy The Music -- BMI/Sony/ATV Songs LLC -- BMI/WB Music Corp. -- ASCAP/Must Be Lucky -- ASCAP/Stereotypes Muic Publishing -- ASACP/Fauntleroy Music -- ASCAP/Almo Music Corp. -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100   3 ; RBH   1 ; RS   1
3193,POR QUE CAMBIASTE DE OPINION?,(Dulce Maria Music -- LLC -- SESAC/De Calibre Music  Inc. -- ASCAP),,2019-03-16,03,16,2019,LT  19
3194,POR SIEMPRE MI AMOR,(Briser Publishing -- BMI),,2019-03-16,03,16,2019,LT  23
3195,POTTER,(Greenelight International -- SESAC),,2019-03-16,03,16,2019,GS  14
3196,POUR YOUR OIL,(Looze Phingazz Publishing -- BMI/School Belle Entertainment -- BMI),,2019-03-16,03,16,2019,GS   9
3197,POWER OVER ME,(Not Listed),,2019-03-16,03,16,2019,RO  42
3198,PRAYED FOR YOU,(Pedal Down Music -- ASCAP/Big Spaces Music -- BMI/Tunes Of Big Deal Music -- SESAC/Songs Of Porterfied Music -- SESAC/Sony/ATV Countryside -- BMI/Sony/ATV Accent -- ASCAP),HL,2019-03-16,03,16,2019,CS  41
3199,PRESSURE,(WB Music Corp. -- ASCAP/Globalist Industries LLP -- NS/Warner/Chappell Music Publishing Ltd. -- PRS),AMP,2019-03-16,03,16,2019,RO  40
3200,PRIZE WORTH FIGHTING FOR,(Jamie Kimmett Publishing Designee -- BMI/Be Essential Songs -- BMI),,2019-03-16,03,16,2019,CST  23
3201,PROMISES,(Choir Directors Are Cool -- ASCAP/Precious Baby Publishing -- ASCAP/T-Bella Music -- ASCAP),,2019-03-16,03,16,2019,GS  21
3202,PURE COCAINE,(Four Entertainment Music -- ASCAP/Wolf Pack Global Music Publishingl -- ASCAP/Quality Control QC Pro -- ASCAP/Uni-versal Music Corp. -- ASCAP/Quay Global -- BMI/Mattazik Muzik -- BMI),HL,2019-03-16,03,16,2019,RBH  42
3203,PURE WATER,(Mustard On The Beat Publishing -- BMI/Songs Of Roc Nation Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Huncho YRN Music -- ASCAP/1479 QC Music -- ASCAP/Universal Music Corp. -- ASCAP/Silent Assassin YRN -- ASCAP/MKN QC Music -- ASCAP/Reservoir Media Music -- ASCAP/JPL QC Music -- ASCAP),,2019-03-16,03,16,2019,H100  51 ; RBH  25 ; RS  22
3204,PUT A DATE ON IT,(Gotti World Publishing -- ASCAP/Wolf Pack Global Music Publishingl -- ASCAP/Quality Control QC Pro -- ASCAP/Univer-sal Music Corp. -- ASCAP/Hit Cartel Productions -- BMI/TIG7 Publishing -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Ramiro Morales Publishing Designee -- BMI),HL,2019-03-16,03,16,2019,H100  90 ; RBH  38
3205,RADIO GA GA,(Beechwood Music Corporation -- BMI/EMI Blackwood Music Inc. -- BMI/Queen Music Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  18
3206,RADIO GA GA (LIVE AID),(Beechwood Music Corporation -- BMI/EMI Blackwood Music Inc. -- BMI/Queen Music Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  29
3207,RAINBOW,(HappyGoWrucke -- BMI/Creative Pulse Music -- BMI/These Are Pulse Songs -- BMI/Smack Hits -- GMR/Smack Songs LLC -- GMR/Kobalt Music Group Ltd. -- GMR/Warner-Tamer-lane Publishing Corp. -- BMI/351 Music -- BMI/EMI Blackwood Music Inc. -- BMI),AMP/HL,2019-03-16,03,16,2019,CS  29
3208,RAISE A HALLELUJAH,(Bethel Music Publish-ing -- ASCAP),,2019-03-16,03,16,2019,CST  17
3209,RAISED ON COUNTRY,(Songs Of Universal  Inc. -- BMI/They’ve Gone To Plaid Publishing -- BMI/W.B.M. Music Corp. -- SESAC/Roc Nation US Music -- SESAC/Songs Of Rhythm House Black -- SESAC/Bennett’s Dad’s Songs -- SESAC/WB Music Corp. -- ASCAP/Georgia Song Vibez -- ASCAP/Big Crowd Publishing -- ASCAP),AMP/HL,2019-03-16,03,16,2019,CS  38
3210,READY TO LET GO,(Tokyo Smoke -- BMI/Nick Bockrath Music -- BMI/Yours M3 -- ASCAP/Songs Of Tokyo Smoke -- ASCAP/BMG Gold Songs -- ASCAP),,2019-03-16,03,16,2019,RO  16
3211,REARVIEW TOWN,(Songs Of Peer Ltd. -- ASCAP/Team Thrash -- ASCAP/Songs Of Peer -- BMI/New Writers Of Sea Gayle Music -- BMI/Not A Track Guy Music -- BMI/New House Of Sea Gayle Music -- ASCAP/WB Music Corp. -- ASCAP/Own My Own Music Publishing -- ASCAP),AMP,2019-03-16,03,16,2019,CS  45
3212,REBEL HEART,(See You At The Pub -- SESAC/Capitol CMG Amplifier -- SESAC/CentricSongs -- SESAC/Centricity Music Publishing -- ASCAP/Capitol CMG Genesis -- ASCAP/Flychild Publish-ing -- SESAC/So Essential Tunes -- SESAC),HL,2019-03-16,03,16,2019,CST  43
3213,RED LETTERS,(sixsteps Music -- ASCAP/worship-together.com songs -- ASCAP/Inot Music -- ASCAP/Capitol CMG Genesis -- ASCAP/Alletrop Music -- BMI),HL,2019-03-16,03,16,2019,CST  10
3214,REDNECKER,(Buzz Light Beer Music -- ASCAP/Downtown DLJ Songs -- ASCAP/Relative Music Group -- BMI/WB Music Corp. -- ASCAP/Freshy Music -- ASCAP/We-Volve Music -- ASCAP),AMP,2019-03-16,03,16,2019,CS  46
3215,RED ROOM,(YRN Piped Up Entertainment -- ASCAP/JPL QC Music -- ASCAP/Resevoir Media Mgmt -- ASCAP/Want Some More -- BMI/Songs Of Universal  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100  73 ; RBH  30
3216,REGGAETON,(Universal Music Corp. -- ASCAP/WB Music Corp. -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),AMP/HL,2019-03-16,03,16,2019,LT  20
3217,REGGAETON EN LO OSCURO,(Sony/ATV Latin Music Publishing -- LLC -- BMI/Yele Publishing -- BMI/La Leyenda Publishing -- BMI/Kobalt Songs Music Publishing LLC -- ASCAP/No Stop Music Publishing -- ASCAP/Warner-Tamerlane Publish-ing Corp. -- BMI/Victor Viera Moore Publishing Designee -- BMI/Platinum Muse Music Publishing LLC -- BMI),AMP/HL,2019-03-16,03,16,2019,LT  38
3218,REMEMBER,(BMG Platinum Songs -- BMI/Sony/ATV Allegro -- ASCAP/Songs By Gryffin -- BMI/Scales Publishing -- BMI/Songs By PAW -- BMI),HL,2019-03-16,03,16,2019,DES  25
3219,RESURRECTING,(Elevation Worship Publishing -- BMI),,2019-03-16,03,16,2019,CST  12
3220,RIDE GOOD,(Futuristic Publishing -- BMI/BMG Platinum Songs -- BMI/Sony/ATV Ballad -- BMI/Travis Scott Music -- BMI/Sony/ATV Songs LLC -- BMI/Universal Music Corp. -- ASCAP/Cardo On The Beat -- ASCAP/Nasrock Music Publishing -- BMI/WB Music Corp. -- ASCAP/Hard Working Black Folks -- ASCAP/Top Dawg Music -- ASCAP/YeX Publishing -- BMI),AMP/HL,2019-03-16,03,16,2019,RBS  19
3221,ROBBERY,(BMG Platinum Songs -- BMI/Nick Mira Publishing Designee -- ASCAP/Songs Of Univer-sal  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100  34 ; RBH  14 ; RS  13
3222,RULE THE WORLD,(Ty Epps Music -- ASCAP/Reservoir Media Music -- ASCAP/Heartfelt Productions LLC -- BMI/Songs Of Universal  Inc. -- BMI/APG -- NS/WB Music Corp. -- ASCAP/My Lord Prophet Music -- ASCAP/I Want My Publishing Company -- ASCAP/Racq-A-Bye Publishing -- BMI/Reach Global Songs -- BMI/CruzControlMusic -- BMI/BMG Platinum Songs -- BMI/Lerron Carson Publishing Designee -- ASCAP/Grand Cru Music -- ASCAP/EMI Blackwood Music Inc. -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  94 ; RBH  39
3223,RUMOR,(Mike Curb Music -- BMI/Curb Songs -- ASCAP/Jacobsong -- ASCAP/Sadie’s Favorite Songs -- ASCAP/Combustion Engine Music -- ASCAP/WB Music Corp. -- ASCAP),AMP,2019-03-16,03,16,2019,CS  26
3224,SATURDAY NIGHTS,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Ryan Vojtesak Publishing Designee -- BMI/Songs Of Universal  Inc. -- BMI/Jamil Chammas Publishing -- ASCAP/Cuts Of Reach Music -- ASCAP/BMG Gold Songs -- ASCAP/Universal Tunes -- SESAC/Songs For Owen Music -- SESAC/Kane Brown Music -- BMI),HL,2019-03-16,03,16,2019,RBH  41 ; RBS   7
3225,SAVE ME TONIGHT,(Handeye Publishing -- ASCAP/WB Music Corp. -- ASCAP/Mal Pal Publishing -- BMI/Woth Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Telma Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),AMP,2019-03-16,03,16,2019,DES  46
3226,SCARS,(Wordspring Music -- LLC -- SESAC/EGH Music Publishing LLC -- BMI/I Am They Publish-ing -- BMI/Be Essential Songs -- BMI),AMP,2019-03-16,03,16,2019,CST  18
3227,SECRETO,(Gazmey Music Publishing -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Rude Boy Music -- ASCAP/Atlantis Records Inc. -- ASCAP),,2019-03-16,03,16,2019,H100  84 ; LT   5
3228,SHALLOW,(Sony/ATV Songs LLC -- BMI/SG Songs LLC -- BMI/Imagem -- C.V./Songs Of Zelig -- BMI/Stephaniesays Music -- ASCAP/Downtown DLJ Songs -- ASCAP/White Bull Music Group -- BMI/Downtown DMP Songs -- BMI/Warner-Barham Music LLC -- BMI/Songs Of Universal  Inc. -- BMI),HL,2019-03-16,03,16,2019,H100   6
3229,SHOT CLOCK,(Ella Mai Music Inc. -- BMI/Copyright Control/WB Music Corp. -- ASCAP/JA Publishing Group Inc. -- SOCAN/Black Fountain Music -- ASCAP/Blazalicious Music -- ASCAP/EMI April Music  Inc. -- ASCAP/Is Love And Above -- ASCAP/August Rush Music -- BMI/Songs Of Universal  Inc. -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  68 ; RBH  29 ; RBS   5
3230,SHOTGUN,(BMG Platinum Songs -- BMI/BMG Monarch -- ASCAP/BMG Rights Management (UK) Ltd. -- PRS),,2019-03-16,03,16,2019,RO  13
3231,SHOW ME LOVE,(Armin Audio B.V. -- BUMA/Cloud 9 Holland Music Publishing -- SENA/BNO Publishing -- BUMA/Involved Publishing -- Ltd. -- PRS),,2019-03-16,03,16,2019,DES  36
3232,SHRIKE,(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  37
3233,SICKO MODE,(Sony/ATV Ballad -- BMI/Travis Scott Music -- BMI/EMI Pop Music Publishing -- GMR/EarDrummers Entertainment LLC -- BMI/Khalif Brown Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/John Hawkins Publishing Designee -- BMI/Ghetto Dreams Ent. -- BMI/U Can’t Teach Bein’ The Shhh  Inc. -- BMI/Songs Of Universal  Inc. -- BMI/These Are Songs Of Pulse -- ASCAP/BMG Platinum Songs -- BMI/Mr. Redan Music -- BMI/Mirsad Dervic Publish-ing Designee -- BMI/wellhellothere music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Lakeith Legacy Publishing -- BMI/Papa George Music -- BMI/EMI April Music  Inc. -- ASCAP/Universal Music - Z Songs -- BMI/Hill Billy’z Musik Inc. -- BMI/Universal Music - Z Tunes LLC. -- ASCAP/Jazz Merchant Music -- ASCAP/Gifted Pearl Music -- ASCAP/111 Posse Music  Inc. -- ASCAP/C. Hollis Music -- BMI/Almo Music Corp. -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100  10 ; RBH   5 ; RS   5
3234,SI ESTUVIESEMOS JUNTOS,(RSM Publishing -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/EMI Blackwood Music Inc. -- BMI),HL,2019-03-16,03,16,2019,LT  31
3235,SI SE DA,(Sony/ATV Discos Music Publishing LLC -- ASCAP/Hold Up LLC -- ASCAP/White House Records -- ASCAP/Montana The Producer Publish-ing -- BMI/One World Music -- BMI),HL,2019-03-16,03,16,2019,LT  41
3236,SLOW DANCING IN THE DARK,(88rising Pub-lishing LLC -- ASCAP/Kobalt Songs Music Publish-ing LLC -- ASCAP/Patrick Wimberly Publishing -- SESAC/Kobalt Group Music Publishing -- SESAC),,2019-03-16,03,16,2019,RBH  44 ; RBS   8
3237,SO CLOSE,(Not Listed),,2019-03-16,03,16,2019,DES  12
3238,SOLA,(La Industria Music Publishing -- SESAC/WB Music Corp. -- ASCAP/Black Koi Entertainment LLC -- ASCAP/Sony/ATV Sounds LLC -- SESAC),AMP/HL,2019-03-16,03,16,2019,LT  24
3239,SOLO DE MI,(RSM Publishing -- ASCAP/EMI Blackwood Music Inc. -- BMI),HL,2019-03-16,03,16,2019,LT  17
3240,SOMEBODY’S DAUGHTER,(Year Of The Dog Music -- ASCAP/Sony/ATV Story Music Publish-ing -- GMR/We Are Creative Nation -- GMR/Be Barry Quiet -- BMI/Creative Pulse Music -- BMI/Pulse Nation -- BMI),HL,2019-03-16,03,16,2019,CS  40
3241,SOMEBODY TO LOVE,(Beechwood Music Corp. -- ASCAP/EMI Music Publishing Ltd. -- PRS/Queen Music Ltd. -- PRS),,2019-03-16,03,16,2019,RO  10
3242,SOME OF IT,(Sony/ATV Tree Publishing -- BMI/Longer And Louder Music -- BMI/Mammaw’s Fried Okra Music -- BMI/Little Louder Songs -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/New Writers Of Sea Gayle Music -- BMI/Not A Track Guy Music -- BMI),HL,2019-03-16,03,16,2019,CS  37
3243,SPEECHLESS,(Beats And Banjos -- ASCAP/WB Music Corp. -- ASCAP/Shay Mooney Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Buck-eye26 -- ASCAP/Jreynmusic -- ASCAP/Big Music Machine -- BMI/Never Veltz So Good Publishing -- BMI),AMP,2019-03-16,03,16,2019,CS   4
3244,SPEECHLESS,(BMG Rights Management (UK) Ltd. -- PRS/BMG Platinum Songs -- BMI/Magical Thinking -- BMI/Sony/ATV Music Publishing UK Ltd -- PRS),HL,2019-03-16,03,16,2019,DES  39
3245,SPIRIT LEAD ME,(Works By Influence Official -- BMI/Influence Music Official -- ASCAP/Ketterer Music Publishing -- ASCAP/Whitney Medina Music -- ASCAP/Krispy Music -- ASCAP/Barkloud Music -- BMI/Mel Noel Publishing -- BMI/Water-shed Music Publishing -- BMI/Rogue Music Alli-ance -- ASCAP),,2019-03-16,03,16,2019,CST  41
3246,SPLASHIN,(RichTheKid Publishing -- ASCAP/These Are Songs Of Pulse -- ASCAP/Adam King Feeny Publishing Designee -- SOCAN/Grant Dick-inson Publishing Designee -- SOCAN),,2019-03-16,03,16,2019,RBH  46
3247,STAND IN YOUR LOVE,(Bethel Music Publish-ing -- ASCAP/Gateway Music House -- ASCAP/Gateway Create Publishing -- BMI/Essential Music Publishing -- ASCAP/Be Essential Songs -- BMI/Coastal Lyric -- ASCAP/Kindred Joy Music -- BMI),,2019-03-16,03,16,2019,CST   7
3248,STAND IN YOUR LOVE (RECORDED LIVE),(Bethel Music Publishing -- ASCAP/Gateway Music House -- ASCAP/Gateway Create Publish-ing -- BMI/Be Essential Songs -- BMI/Coastal Lyric -- ASCAP/Kindred Joy Music -- BMI),,2019-03-16,03,16,2019,CST  40
3249,STAY FLO,(EMI April Music  Inc. -- ASCAP/Solange MW Publishing -- ASCAP),HL,2019-03-16,03,16,2019,RBS  16
3250,STRONGER THAN ME,(Terry And Tom Music -- ASCAP/Bedroll Music -- ASCAP/Major Bob Music  Inc. -- ASCAP),,2019-03-16,03,16,2019,CS  47
3251,SUCKER,(Write Me A Song Publishing -- GMR/Downtown Global Two -- GMR/Songs Of Univer-sal  Inc. -- BMI/Joseph Jonas Publishing -- BMI/Sony/ATV Music Publishing Canada -- SOCAN/Sony/ATV Tunes LLC -- ASCAP/Nick Jonas Pub-lishing -- BMI),HL,2019-03-16,03,16,2019,H100   1
3252,SUNDAY MORNING,(Pinnacle Helsinki Oy -- STIM/HMC Publishing - Scandinavia And Baltic -- STIM/Sony/ATV Music Publishing Scandinavia AB -- STIM/Warner-Tamerlane Publishing Corp. -- BMI/Music By Whiskey Water -- BMI/Kaiku Enter-tainment -- TONO/These Are Songs Of Pulse -- ASCAP),AMP/HL,2019-03-16,03,16,2019,DES  49
3253,SUNFLOWER (SPIDER-MAN: INTO THE SPIDER-VERSE),(Songs Of Universal  Inc. -- BMI/Sony/ATV Tunes LLC -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Posty Publishing -- BMI),AMP/HL,2019-03-16,03,16,2019,H100   4 ; RBH   2 ; RS   2
3254,SUPERPOSITION,(Ericc Publishing -- SESAC/Mi Fiammetta Inc. -- SESAC/Jacob Tilley -- SESAC/The Doostzaheh Group -- SESAC/The Jakes -- SESAC/Robot of the Century Tunes -- SESAC/Kobalt Group Music Publishing -- SESAC),,2019-03-16,03,16,2019,RO  19
3255,SURROUNDED (FIGHT MY BATTLES),(UPPER-ROOM -- BMI),,2019-03-16,03,16,2019,CST  32
3256,SURVIVOR,(Be Essential Songs -- BMI/Anthems Of Hope -- BMI/Wisteria Drive -- BMI/So Essential Tunes -- SESAC/Not Just Another Song Publish-ing -- SESAC/Capitol CMG Amplifier -- SESAC/Musical MoodSwing -- SESAC),HL,2019-03-16,03,16,2019,CST  11
3257,SWEET BUT PSYCHO,(LiveMadLove -- ASCAP/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Cirkut Breaker LLC. -- ASACP/Prescription Songs -- LLC. -- ASCAP/Songs By Cook Classics -- BMI/Artist 101 Publishing Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-16,03,16,2019,H100  24
