,title,publishers,sheet_music,date,month,day,year,chart
3258,SWERVIN,(Artist Dubose Publishing Designee -- ASCAP/HBTL Publishing -- ASCAP/We Got London On Da Track -- BMI/Sony/ATV Songs LLC -- BMI/Eucalipto Music -- ASCAP/Kevin Andre Richardson Publishing Designee -- ASCAP/Sundae Morning LLC -- ASCAP/Daniel Hernandez Publishing Designee -- BMI),HL,2019-03-16,03,16,2019,H100  48 ; RBH  22 ; RS  20
3259,SYMPHONY,(Colby Wedgeworth Music -- ASCAP/Fair Trade Tunes -- SESAC/So Essential Tunes -- SESAC/RELWOF -- SESAC/EGH Music Publishing LLC -- BMI/Be Essential Songs -- BMI),,2019-03-16,03,16,2019,CST  48
3260,SYMPHONY,(LifeChurch.tv -- ASCAP/ISHYDVON Music -- ASCAP/Penny Farthing Music -- ASCAP/Sony/ATV Allegro -- ASCAP/MBmy Musics -- ASCAP/Papa Lou Music Publishing -- ASCAP/Copyright Control),HL,2019-03-16,03,16,2019,CST  30
3261,TAKE IT FROM ME,(Ole Red Cape Songs -- ASCAP/Jordan Davis Music -- ASCAP/ReHits Music  Inc. -- ASCAP/MeGusta Music -- ASCAP/Sony/ATV Tree Publishing -- BMI/Songs Of Red Bandana -- BMI),HL,2019-03-16,03,16,2019,CS   7 ; H100  54
3262,TAKI TAKI,(Universal Music Corp. -- ASCAP/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Sony/ATV Ballad -- BMI/DJ Snake Music -- LLC -- SACEM/Quietly Taking Over -- BMI/Kobalt Songs Music Publishing LLC -- ASCAP/Musica de Gaby Publish-ing -- BMI/SMG Tunes -- ASCAP),AMP/HL,2019-03-16,03,16,2019,DES   3 ; H100  43 ; LT   2
3263,TALK,(Thegreatkhalid -- ASCAP/Right Hand Music Group -- ASCAP/All The Noise -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Universal-PolyGram Int. Tunes  Inc. -- SESAC),HL,2019-03-16,03,16,2019,H100  49 ; RBH  23 ; RBS   3
3264,TALK TO ME,(Tory Lanez Publishing -- BMI/Back Hair Music Publishing -- BMI/Songs Of Universal  Inc. -- BMI/Rich Forever Music Publishing -- BMI/Smash David Publishing -- LLC -- BMI/Future His-tory Music Publishing -- BMI/Gabriel Tavarez Publishing Designee -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/Hits Of The Future -- BMI),AMP/HL,2019-03-16,03,16,2019,RBS  11
3265,TALK YOU OUT OF IT,(Relative Music Group -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Who Wants To Buy My Publishing -- ASCAP/WB Music Corp. -- ASCAP/Highly Com-bustible Music -- ASCAP/One77 Songs -- ASCAP/Castle Bound Music  Inc. -- SESAC),AMP,2019-03-16,03,16,2019,CS  23 ; H100  97
3266,TE BOTE,(AH Ent Music Publishing -- ASCAP/La Industria Music Publishing -- SESAC/Hear Rimas Publishing -- ASCAP/Ozuna Worldwide -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/La Verdadera Vuelta -- ASCAP/Nelflow Music -- ASCAP/White House Records -- ASCAP/YMV Music -- BMI/Universal Musica Unica Pub-lishing -- BMI),HL,2019-03-16,03,16,2019,LT   7
3267,TEQUILA,(WB Music Corp. -- ASCAP/Beats And Banjos -- ASCAP/Buckeye26 -- ASCAP/Jreynmusic -- ASCAP/Warner-Tamerlane Publishing Corp. -- BMI/A Girl Named Charlie -- BMI),AMP,2019-03-16,03,16,2019,CS   2 ; H100  33
3268,TE VI,(Big Ligas TDH Publishing -- ASCAP/On The Drums Publishing -- ASCAP/Kristoman Publishing -- ASCAP/Warner Chappell Music France -- SACM),AMP,2019-03-16,03,16,2019,LT  34
3269,THANK U NEXT,(Universal Music Corp. -- ASCAP/GrandAriMusic -- ASCAP/Taylor Monet Music -- BMI/Victoria Monet McCants Music -- ASCAP/Songs Of Avex -- ASCAP/District 4-12 -- ASCAP/Avex Music Publishing -- ASCAP),HL,2019-03-16,03,16,2019,H100  11
3270,THERE WAS THIS GIRL,(Riley Green Publishing Designee -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Peermusic III -- Ltd. -- BMI/Tawnes Van Hawke Publishing -- BMI),,2019-03-16,03,16,2019,CS  15 ; H100  71
3271,THINGS I IMAGINED,(EMI April Music  Inc. -- ASCAP/Solange MW Publishing -- ASCAP),HL,2019-03-16,03,16,2019,RBS  24
3272,THINK ABOUT YOU,(Warner-Tamerlane Pub-lishing Corp. -- BMI/House Of Artemis -- BMI/Sis ‘N Bro Music Compnay -- ASCAP/Carlin Music America  Inc. -- ASCAP/Patrick Martin Publishing -- ASCAP/Universal Music Corp. -- ASCAP/A Dog Ran Over My Shoulder -- ASCAP/Big Deal Notes -- ASCAP),AMP,2019-03-16,03,16,2019,DES  11
3273,THIS FEELING,(Freecut Music -- Srl),,2019-03-16,03,16,2019,DES  43
3274,THIS FEELING,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Sony/ATV Ballad -- BMI/Havenwood House -- ASCAP/Prescription Songs -- LLC. -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP),HL,2019-03-16,03,16,2019,DES   6
3275,THIS IS A MOVE,(Tasha Cobbs Music Group -- ASCAP/Meadowgreen Music Company -- ASCAP/Capitol CMG Genesis -- ASCAP/Brandon Lake Music -- ASCAP/Bethel Music Publishing -- ASCAP/Bethel Worship Publishing -- BMI/Tony Brown Publishing Designee -- BMI/Mouth Of The River Music -- BMI),HL,2019-03-16,03,16,2019,GS  15
3276,THIS IS IT,(Dagum Music -- BMI/Austintatious Tunes -- BMI/Spirit Two Nashville -- ASCAP/Fluid Tunes -- ASCAP/Smackville Music -- ASCAP/Smack Songs LLC -- ASCAP/Ice House Tunes -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-03-16,03,16,2019,CS   6 ; H100  53
3277,THOTIANA,(Copyright Control/Songs Of Univer-sal  Inc. -- BMI/Money Mack Music -- BMI),,2019-03-16,03,16,2019,H100  13 ; RBH   6 ; RS   6
3278,TO A T,(Universal Music Corp. -- ASCAP/Lake Allegan Pub Club -- ASCAP/Red Like The Sunset Music -- ASCAP/Spicer And Everyting Nicer -- ASCAP/Ole Red Cape Songs -- ASCAP/Big Music Machine -- BMI/Never Veltz So Good Publishing -- BMI),HL,2019-03-16,03,16,2019,CS  42
3279,TODA,(Not Listed),,2019-03-16,03,16,2019,LT  49
3280,TOGETHER,(Marshmellow Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-16,03,16,2019,DES  23
3281,TO NOISE MAKING (SING),(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  35
3282,A TRAVES DEL VASO,(Arpa Musical -- LLC -- BMI/Universal Music - Careers -- BMI/Plata Music Publishing -- BMI),HL,2019-03-16,03,16,2019,LT   9
3283,A TRAVES DEL VASO,(Arpa Musical -- LLC -- BMI/Universal Music - Careers -- BMI/Plata Music Publishing -- BMI),HL,2019-03-16,03,16,2019,LT  50
3284,TREAT YOU BETTER,(Songs Of Kobalt Music Publishing America  Inc. -- BMI/BMG Platinum Songs -- BMI/Sony/ATV Songs LLC -- BMI/Sony/ATV Music Publishing UK Ltd -- PRS),HL,2019-03-16,03,16,2019,DES  41
3285,TU VIDA EN LA MIA,(Sony/ATV Tunes LLC -- ASCAP/Sony/ATV Latin Music Publishing -- LLC -- BMI/Sony/ATV Rhythm -- SESAC/Xenli Music Publishing LLC -- BMI/Warner-Tamerlane Publish-ing Corp. -- BMI),HL,2019-03-16,03,16,2019,LT  48
3286,TWERK,(Draft Day Pick -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Take Fo Publishing -- BMI/Rico Love Is The Best Rapper Alive -- SESAC/W.B.M. Music Corp. -- SESAC/Washpoppin  Inc. -- ASCAP/Sony/ATV Allegro -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100  46 ; RBH  21 ; RS  19
3287,UCLA,(Turtle Ate My Homeworks -- BMI/KMR II GT Publishing Limited -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/you:made publishing -- KODA/These Are Pulse Songs -- BMI/Rex Kudo Publishing Designee -- ASCAP/For You Smokes -- ASCAP/Brought To You By Heavy Duty -- ASCAP),,2019-03-16,03,16,2019,DES  34
3288,UN ANO,(Universal Musica  Inc. -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-03-16,03,16,2019,LT  35
3289,UNDECIDED,(Songs Of Universal  Inc. -- BMI/Culture Beyond Ur Experience Publishing -- BMI/Red Smoke Publishing B.V. -- ASCAP/CTM Pub-lishing BV -- BUMA/Imagem Music LLC -- BUMA/Straight From The Art Music -- BMI/Beaming Music Worldwide -- BMI/Songs Of Stone Buddah -- BMI/BMG Platinum Songs -- BMI/Troika Works Music -- BMI/Sony/ATV Tunes LLC -- ASCAP/WB Music Corp. -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100  58 ; RBH  27 ; RBS   4
3290,UNDER PRESSURE,(Tintoretto Music -- BMI/RZO Music  Inc. -- BMI/Beechwood Music Corporation -- BMI/EMI Music Publishing Ltd. -- PRS/Queen Music Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  11
3291,UNSTOPPABLE,(Yoga Flames Music -- BMI/Jan-ice Combs Publishing  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Madar Enterainment -- LLC -- ASCAP/Robert D. Reese Publishing Designee -- BMI),HL,2019-03-16,03,16,2019,GS  11
3292,VAS A ESTAR BIEN,(Dulce Maria Music -- LLC -- SESAC),,2019-03-16,03,16,2019,LT  37
3293,VICTORY,(23000 Music Publishing -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-16,03,16,2019,GS   7
3294,WAKE UP IN THE SKY,(Universal Music Corp. -- ASCAP/Radric Davis Publishing -- ASCAP/Mars Force Music -- GMR/BMG Onyx Songs -- GMR/Dwan Avery Publishing -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Tre Pounds Publishing -- BMI/Annuity Songs -- BMI/Tarentino Publishing -- BMI/Dollaz-N-Dealz Entertainment -- BMI),AMP/HL,2019-03-16,03,16,2019,H100  44 ; RBH  19 ; RS  17
3295,WALK ME HOME,(EMI Blackwood Music Inc. -- BMI/P!nk Inside Publishing -- BMI/Scott Harris Publishing -- BMI/Warner-Tamerlane Publish-ing Corp. -- BMI/WB Music Corp. -- ASCAP/FBR Music -- ASCAP/Bearvon Music -- ASCAP),AMP/HL,2019-03-16,03,16,2019,H100  88
3296,WAR CRY,(Queen Naija Bulls Publishing Desig-nee -- ASCAP),,2019-03-16,03,16,2019,GS  17
3297,WASTE IT ON ME,(Pillowface Publishing -- ASCAP/WB Music Corp. -- ASCAP/Halatrax Music -- ASCAP/Prescription Songs -- LLC. -- ASCAP/Jerry The Dog Music -- BMI/Where Da Kasz At -- BMI/BMG Platinum Songs -- BMI/Pulse Ventures -- BMI/BRRCOFFEE -- BMI/Michael Gazzo Publishing Designee -- BMI/EMI Blackwood Music Inc. -- BMI/Master Falcon Music -- LLC -- BMI/Big Hit Enterain-ment -- KOMCA),AMP/HL,2019-03-16,03,16,2019,DES  32
3298,WAYMAKER,(Sinach -- SESAC/SLIC Inspire -- SESAC),,2019-03-16,03,16,2019,CST  49
3299,WAY TO THE SHOW,(EMI April Music  Inc. -- ASCAP/Solange MW Publishing -- ASCAP),HL,2019-03-16,03,16,2019,RBS  20
3300,WE ARE THE CHAMPIONS,(Queen Music Ltd. -- PRS/Beechwood Music Corporation -- BMI/EMI Blackwood Music Inc. -- BMI),HL,2019-03-16,03,16,2019,RO  12
3301,WE ARE THE CHAMPIONS (LIVE AID),(Beech-wood Music Corporation -- BMI/EMI Blackwood Music Inc. -- BMI/Queen Music Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO  31
3302,WELL DONE,(Simply Complex Songs -- SESAC/So Essential Tunes -- SESAC/The Secret Parade -- SESAC/Songs From The Indigo Room -- SESAC/Fellow Ships Music -- SESAC),,2019-03-16,03,16,2019,CST  16
3303,WE WILL ROCK YOU/WE ARE THE CHAM-PIONS,(Beechwood Music Corporation -- BMI/Mercury Songs Ltd. -- PRS/EMI Music Publishing Ltd. -- PRS),HL,2019-03-16,03,16,2019,RO   8
3304,WHAT HAPPENS IN A SMALL TOWN,(Warner-Tamerlane Publishing Corp. -- BMI/Indi-ana Angel Music -- BMI/Ritten by Rhettro -- BMI/Don’t Be A Gypsy -- BMI/Revelry Music -- BMI/Badlandsmgmt -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),AMP,2019-03-16,03,16,2019,CS  36
3305,WHAT MAKES YOU COUNTRY,(Sony/ATV Tree Publishing -- BMI/Peanut Mill Songs -- BMI/Round Hill Compositions -- BMI/Natalia’s Music Money -- BMI/Combustion Engine Music -- ASCAP/WB Music Corp. -- ASCAP/Sadie’s Favorite Songs -- ASCAP),AMP/HL,2019-03-16,03,16,2019,CS  12 ; H100  66
3306,WHEN THE PARTY’S OVER,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-03-16,03,16,2019,H100  95
3307,WHEN THE SEASONS CHANGE,(I’m Ghost Moody Music -- BMI/Off The Hook Music -- BMI/You’re Killing Your Father Larry Music -- BMI/Te Waza Music -- BMI/GumpofWump  Inc. -- ASCAP/Kobalt Music Publishing -- SOCAN),,2019-03-16,03,16,2019,RO  49
3308,WHIP,(Ty Epps Music -- ASCAP/Reservoir Media Music -- ASCAP/Wondagurl Music -- SOCAN/BMG Canada -- SOCAN/Papa George Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Travis Scott Music -- BMI),AMP,2019-03-16,03,16,2019,H100  75 ; RBH  31
3309,WHISKEY GLASSES,(Warner-Tamerlane Pub-lishing Corp. -- BMI/Mr. Buck Lucky -- BMI/Bump Into Genius Music -- BMI/Sony/ATV Allegro -- ASCAP/Over-Thought Under-Appreciated Songs -- ASCAP/Rezven Music -- ASCAP/Moving Targest In The Dark -- ASCAP),AMP/HL,2019-03-16,03,16,2019,CS  20 ; H100  85
3310,WHOA (MIND IN AWE),(Bad Vibes Forever Publishing -- ASCAP/Cunningham And Cheese -- ASCAP/Soukiasyan Publishing -- BMI),,2019-03-16,03,16,2019,RBS  25
3311,WHO DO YOU LOVE,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Crow’s Tree Publishing -- BMI/Songs Of Kobalt Music Publish-ing America  Inc. -- BMI/Eastman Pond Publishing -- BMI/Sony/ATV Ballad -- BMI/Lion’s Key Publish-ing -- BMI/Songs Of Universal  Inc. -- BMI/Sony/ATV Songs LLC -- BMI/Sony/ATV Allegro (Aus-tralia) Pty LTD -- APRA/Reservoir Media Music -- ASCAP/The Orphanage LLC -- ASCAP/Downtown Trevor Brown -- ASCAP/Quest Da Stars -- ASCAP),HL,2019-03-16,03,16,2019,DES   5 ; H100  60
3312,WHOLE HEART (HOLD ME NOW),(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-03-16,03,16,2019,CST  29
3313,WHO YOU SAY I AM,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-03-16,03,16,2019,CST   3
3314,WISH YOU WERE GAY,(Last Frontier -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP/Drup -- ASCAP),,2019-03-16,03,16,2019,H100  74
3315,WITH LIFTED HANDS,(Songs Of Emack -- ASCAP/Universal Music - Brentwood Benson Publishing -- ASCAP/Capitol CMG Genesis -- ASCAP/Goes Something Like THIS Music -- BMI/Chris Stevens Publishing Designee -- BMI/War-ner-Tamerlane Publishing Corp. -- BMI),,2019-03-16,03,16,2019,CST  35
3316,WITHOUT ME,(Sony/ATV Tunes LLC -- ASCAP/17Black Music -- BMI/Songs Of Universal  Inc. -- BMI/Reservoir Media Management  Inc. -- BMI/Universal Music - Z Tunes LLC. -- ASCAP/Delacey Music -- BMI/Tennman Tunes -- ASCAP),HL,2019-03-16,03,16,2019,H100   5
3317,WON’T HE DO IT,(SONGSBYMAK -- BMI/Janice Combs Publishing  Inc. -- BMI/EMI Blackwood Music Inc. -- BMI/Nieze World Music -- BMI/Sony/ATV Songs LLC -- BMI/One Dynasty Music -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-03-16,03,16,2019,GS   2
3318,WORTH IT,(Osiris William Publishing Designee -- ASCAP/Copyright Control/City Lake Music -- ASCAP/IMG City Lake Music -- SESAC/Taz Taylor Beats -- BMI/K. Candilora -- BMI/Artist Publishing Group West -- ASCAP/Kobalt Songs Music Pub-lishing LLC -- ASCAP),,2019-03-16,03,16,2019,H100  65 ; RBH  28 ; RS  25
3319,WOW.,(Posty Publishing -- BMI/Songs Of Univer-sal  Inc. -- BMI/Sony/ATV Tunes LLC -- ASCAP/WMMW -- ASCAP),HL,2019-03-16,03,16,2019,H100   7 ; RBH   3 ; RS   3
3320,YES I WILL,(HBC Worship Music -- ASCAP/Jingram Msuic Publishing -- ASCAP/All Essential Music -- ASCAP/Upside Down Under -- BMI/Be Essential Songs -- BMI/Hickory Bill Doc -- SESAC/So Essential Tunes -- SESAC),,2019-03-16,03,16,2019,CST  34
3321,YOU,(Nicole Bus Publishing Designee -- BUMA/NeedlzFor Dry Rain -- Entertainment -- ASCAP/Universal Music Corp. -- ASCAP/Rodney Myers Publishing Designee -- BMI/Dominic Gordon Publishing Designee -- ASCAP/TL Cross Publish-ing Designee -- ASCAP/Irving Music  Inc. -- BMI),HL,2019-03-16,03,16,2019,RBS  22
3322,YOU,(The Unorthodox Elite -- ASCAP),,2019-03-16,03,16,2019,RBH  48 ; RBS   9
3323,YOU KNOW MY NAME (LIVE),(Tasha Cobbs Music Group -- ASCAP/Meadowgreen Music Company -- ASCAP/Capitol CMG Genesis -- ASCAP/ThankyouMusic Ltd -- PRS/Capitol CMG Paragon -- BMI),HL,2019-03-16,03,16,2019,GS  25
3324,YOUNGBLOOD,(EMI April Music  Inc. -- ASCAP/Andrew Watt Music -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Reservoir 416 -- BMI/Sony/ATV Allegro (Australia) Pty LTD -- APRA),HL,2019-03-16,03,16,2019,H100  30
3325,YOU’RE THE ONE,(Lava Publishing -- LLC -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-16,03,16,2019,RO  33
3326,YOUR WINGS,(See You At The Pub -- SESAC/CentricSongs -- SESAC/Capitol CMG Amplifier -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC/Let The Road Pave Itself -- BMI/Razor & Tie Music Publishing -- BMI/Collapsible Soul Music -- BMI),HL,2019-03-16,03,16,2019,CST  44
3327,YOU SAY,(See You At The Pub -- SESAC/Centric-Songs -- SESAC/Capitol CMG Amplifier -- SESAC/So Essential Tunes -- SESAC/Fellow Ships Music -- SESAC/Flychild Publishing -- SESAC),HL,2019-03-16,03,16,2019,CST   1 ; H100  32
3328,ZEZE,(Not Listed),,2019-03-16,03,16,2019,H100  28 ; RBH  13 ; RS  12
3330,100 BAD DAYS,(AMAB Songs -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI),,2019-03-23,03,23,2019,RO  15
3331,11 MINUTES,(Locomotion Music Publishing -- PRS/BMG Rights Management (UK) Ltd. -- PRS/Schwartz Music Publishing -- PRS/Destined Songs -- PRS/Universal Music Publishing Ltd. (UK) -- PRS),HL,2019-03-23,03,23,2019,RO   6
3332,200 MPH,(RSM Publishing -- ASCAP/I Like Turtles Music -- ASCAP/KMR Music Royalties II SCSp -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-03-23,03,23,2019,LT  37
3333,365,(Zedd Music Empire -- ASCAP/Universal Music Corp. -- ASCAP/When I’m Rich You’ll Be My Bitch -- ASCAP/WB Music Corp. -- ASCAP/Spirit B-Unique JV -- SARL/Spirit Two Music Inc. -- ASCAP/Reservoir Media Music -- ASCAP/Reverb Music Ltd -- ASCAP/Kobalt Songs Music Publish-ing LLC -- ASCAP/Waterfall Music -- ASCAP),AMP/HL,2019-03-23,03,23,2019,DES   8
3334,7 RINGS,(Universal Music Corp. -- ASCAP/Gran-dAriMusic -- ASCAP/Victoria Monet McCants Music -- ASCAP/Taylor Monet Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/OWSLA TRAX -- ASCAP/Avex Music Publishing Inc. -- KOMA/District 4-12 -- ASCAP),AMP/HL,2019-03-23,03,23,2019,H100   1
3335,99,(Songs Of SMP -- ASCAP/Sony/ATV Tunes LLC -- ASCAP),HL,2019-03-23,03,23,2019,RO  21
3336,ACT UP,(City Girl JT Music Publishing -- ASCAP/Quality Control QC Pro -- ASCAP/Boat Boy’s Publishing LLC -- BMI/Songs Of Universal  Inc. -- BMI/Earl Bynum Publishing Designee -- BMI),HL,2019-03-23,03,23,2019,H100  63 ; RBH  31
3337,ADAN Y EVA,(Big Ligas TDH Publishing -- ASCAP/Kristoman Publishing -- ASCAP/On The Drums Publishing -- ASCAP),,2019-03-23,03,23,2019,LT  30
3338,ADICTIVA,(Los Cangris Publishing -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Kobalt Songs Music Publishing LLC -- ASCAP),,2019-03-23,03,23,2019,LT  16
3339,ADICTO,(Planet Royce Publishing -- BMI/Songs Of Kobalt Music Publishing America  Inc. -- BMI/Sony/ATV Latin Music Publishing -- LLC -- BMI/Raka Music Publishing -- BMI/Peermusic III -- Ltd. -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Patrick Ingunza Music LLC -- BMI/Sony/ATV Tunes LLC -- ASCAP/Dice World Publishing -- BMI),AMP/HL,2019-03-23,03,23,2019,LT  46
3340,AIN’T NO GRAVE (LIVE),(Bethel Music Publish-ing -- ASCAP),,2019-03-23,03,23,2019,CST  40
3341,ALIVE,(Fellow Ships Music -- SESAC/So Essential Tunes -- SESAC/Hickory Bill Doc -- SESAC/Anthems Of Hope -- BMI/Be Essential Songs -- BMI/Weste-ria Drive -- BMI),,2019-03-23,03,23,2019,CST  25
3342,ALL MY FAVORITE PEOPLE,(International Dog Music -- BMI/Downtown DMP Songs -- BMI/Universal Music Corp. -- ASCAP/Lake Allegan Pub Club -- ASCAP/Songs Of Universal  Inc. -- BMI),HL,2019-03-23,03,23,2019,CS  46
3343,ALL OF MY LIFE,(The Book Productions LLC -- ASCAP/Sony/ATV Tunes LLC -- ASCAP/Campbell Kids Publishing -- ASCAP/WB Music Corp. -- ASCAP/That’s Plum Song -- ASCAP),AMP/HL,2019-03-23,03,23,2019,GS   9
3344,ALL TO MYSELF,(Beats And Banjos -- ASCAP/WB Music Corp. -- ASCAP/Shay Mooney Music -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/A Girl Named Charlie -- BMI/Buckeye26 -- ASCAP/Jreynmusic -- ASCAP),AMP,2019-03-23,03,23,2019,CS  33
3345,ALMEDA,(EMI April Music  Inc. -- ASCAP/Solange MW Publishing -- ASCAP/WB Music Corp. -- ASCAP/2082 Music Publishing -- ASCAP/Cash Carti Music -- ASCAP),AMP/HL,2019-03-23,03,23,2019,RBS  23
3346,ALMOST (SWEET MUSIC),(Sony/ATV Songs LLC -- BMI/Sony/ATV Music Allegro (UK) -- PRS/The Evolving Music Company -- Ltd. -- PRS),HL,2019-03-23,03,23,2019,RO  13
3347,ALWAYS REMEMBER US THIS WAY,(Sony/ATV Songs LLC -- BMI/SG Songs LLC -- BMI/HappyGoWrucke -- BMI/Creative Pulse Music -- BMI/These Are Pulse Songs -- BMI/BIRB Music -- ASCAP/BMG Gold Songs -- ASCAP/Maps And Records Music -- BMI/Warner-Barham Music LLC -- BMI/Songs Of Universal  Inc. -- BMI/Warner-Olive Music -- LLC -- ASCAP/Universal Music Corp. -- ASCAP),HL,2019-03-23,03,23,2019,H100 100
3348,AMANECE,(Not Listed),,2019-03-23,03,23,2019,LT  12
3349,ARE YOU LONELY,(Sony/ATV Music Publishing -- TONO/Pillowface Publishing -- ASCAP/WB Music Corp. -- ASCAP/MER Publishing -- STIM/Sony/ATV Music Publishing UK Ltd -- PRS/Ella Marie Haetta Isaksen Publishing Designee -- TONO/Ultra Empire Music -- BMI/Kara Madden Publishing -- BMI/Wyld Stalyons San Dimas -- BUMA),AMP/HL,2019-03-23,03,23,2019,DES  40
3350,ARMED AND DANGEROUS,(BMG Platinum Songs -- BMI/Copyright Control),,2019-03-23,03,23,2019,RBH  46
3351,ARMS AROUND YOU,(Essketit Publishing -- BMI/Tha Lights Global Publishing -- LLC -- BMI/Royalty Sound -- LLC -- ASCAP/Sony/ATV Discos Music Publishing LLC -- ASCAP/Sony/ATV Bailar -- BMI/11Once Music -- BMI/Bad Vibes Forever Pub-lishing -- ASCAP/Copaface -- ASCAP/EarDrummers Entertainment LLC -- BMI/Warner-Tamerlane Pub-lishing Corp. -- BMI/Mally Mall Music -- ASCAP/Battery Park Music -- ASCAP),AMP/HL,2019-03-23,03,23,2019,RBS  15
3352,AS YOU FIND ME,(Hillsong Music Publishing Australia -- APRA/Capitol CMG Paragon -- BMI),HL,2019-03-23,03,23,2019,CST  26
3353,AULLANDO,(Sony/ATV Latin Music Publishing -- LLC -- BMI/Yele Publishing -- BMI/La Leyenda Publishing -- BMI/I Love Amiguita  Inc. -- ASCAP/Universal Musica  Inc. -- ASCAP/EMI April Music  Inc. -- ASCAP/WB Music Corp. -- ASCAP/Jedy Squat Music -- ASCAP/Azul Siete MusicASCAP/Musica de Gaby Publishing -- BMI/Warner-Tamerlane Publishing Corp. -- BMI/Purplesoulmu-sicpublishing -- ASCAP),,2019-03-23,03,23,2019,LT  17
3354,AUTOMATIC,(Keyzbaby Productions -- ASCAP/Avex Music Publishing -- ASCAP/Tenyor Music -- BMI/The Upperclassmen Publishing -- BMI/BMG Platinum Songs -- BMI/All Gold Everything LLC -- BMI/Songs Of Universal  Inc. -- BMI/Artist Publishing Group West -- ASCAP/WB Music Corp. -- ASCAP/My Lord Prophet Music -- ASCAP),AMP,2019-03-23,03,23,2019,RBS  18
3355,AWAKENING,(Bethel Music Publishing -- ASCAP/Amanda Lindsey Publishing -- ASCAP/So Essen-tial Tunes -- SESAC/Fellow Ships Music -- SESAC),,2019-03-23,03,23,2019,CST  32
3356,AY-OH (LIVE AID),(Copyright Control),,2019-03-23,03,23,2019,RO  50
3357,BEACH HOUSE,(Nice Hair Publishing -- ASCAP/Sony/ATV Allegro -- ASCAP/Sony/ATV Ballad -- BMI),HL,2019-03-23,03,23,2019,DES  42
3358,BE ALRIGHT,(Specific Music -- APRA/Kobalt Music Services Australia Pty Ltd -- APRA/Sony/ATV Allegro (Australia) Pty LTD -- APRA),HL,2019-03-23,03,23,2019,H100  25
3359,BEAUTIFUL CRAZY,(Big Machine Music -- BMI/Egg Music -- BMI/Straight Dimes Publishing -- BMI/Works Of RHA Music -- BMI/Warner-Tamer-lane Publishing Corp. -- BMI/Rowdy Rob Music -- BMI),AMP,2019-03-23,03,23,2019,CS   1 ; H100  26
3360,BELOVED,(Universal Tunes -- SESAC),HL,2019-03-23,03,23,2019,RO  36
3361,BEST NEWS EVER,(Tunes Of MercyMe -- SESAC/So Essential Tunes -- SESAC/No Sappy Music -- SESAC/Soul Glow Activator Music -- BMI/Fun Attic Music -- BMI/D Soul Music -- ASCAP/Universal Music - Brentwood Benson Publish-ing -- ASCAP/Capitol CMG Genesis -- ASCAP/9T One Songs -- ASCAP/Ariose Music -- ASCAP),HL,2019-03-23,03,23,2019,CST   6
